25,2,1
25,3,0
25,4,0
26,0,0
26,1,1
26,2,0
26,3,0
26,4,0
27,0,0
27,1,1
27,2,0
27,3,0
27,4,0
27,5,1
27,6,1
27,7,1
27,8,1
27,9,0
28,0,0
28,1,1
29,0,0
29,1,0
29,2,0
30,0,1
30,1,0
30,2,1
30,3,0
30,4,1
31,0,0
31,1,0
31,2,0
31,3,0
31,5,0
31,6,0
31,7,0
32,0,0
32,1,1
32,2,1
32,3,0
32,4,0
32,5,0
32,6,1
33,0,1
33,1,0
33,2,1
33,3,0
33,4,0
33,5,0
33,6,0
33,7,1
33,8,1
33,9,0
34,0,1
34,1,0
34,2,0
34,3,0
34,4,1
34,5,0
34,6,0
34,7,0
35,0,1
35,1,0
35,2,1
35,3,1
35,4,1
35,5,0
35,6,1
36,0,1
36,1,1
36,2,1
36,3,0
36,4,1
37,0,1
37,1,0
37,2,0
37,3,1
37,4,1
37,5,1
38,0,0
38,1,1
38,2,0
38,3,1
38,4,0
38,5,1
38,6,0
38,7,1
39,0,0
39,1,0
39,2,1
39,3,0
39,4,1
39,5,1
40,0,0
40,1,1
40,2,1
41,0,1
41,1,0
41,2,0
41,3,0
42,0,1
42,1,0
42,2,1
42,3,1
43,0,0
43,1,0
43,2,0
43,3,1
43,4,1
43,5,0
44,0,1
44,1,0
45,0,1
45,1,0
45,2,1
45,4,1
45,5,1
45,6,1
46,0,1
46,1,1
46,2,0
46,3,0
46,4,1
46,5,0
47,0,0
47,1,1
47,2,1
47,3,0
47,4,1
47,5,0
48,0,0
48,1,0
48,2,0
48,3,0
48,4,1
48,5,1
48,6,0
49,0,1
49,1,1
49,2,0
50,0,1
50,1,1
50,2,0
50,3,1
50,4,1
51,0,1
51,1,1
51,2,0
51,3,0
51,4,1
51,5,1
52,0,1
52,1,0
52,2,1
53,0,0
53,1,1
53,2,1
53,3,0
53,4,1
54,0,0
54,1,1
55,0,0
55,1,1
55,2,1
55,3,1
55,4,0
55,5,0
56,0,0
56,1,1
56,2,1
56,3,0
56,4,0
56,5,1
57,0,0
57,1,1
57,2,1
57,3,0
57,4,1
57,5,0
57,6,1
58,0,1
58,1,1
58,2,0
58,3,1
58,4,1
58,5,1
58,6,0
58,7,0
59,0,1
59,1,1
60,0,1
60,1,1
60,2,0
60,3,0
60,4,1
60,5,0
60,6,1
61,0,1
61,1,1
61,2,1
61,3,0
61,4,1
61,5,0
61,6,0
62,0,1
62,1,1
62,2,0
62,3,0
62,4,0
62,5,1
62,6,1
62,7,0
62,8,1
63,0,0
63,1,0
63,2,1
63,3,0
63,4,1
63,5,1
63,6,1
63,7,1
64,0,1
64,1,0
64,2,1
64,3,0
64,4,0
64,5,0
65,0,1
65,1,0
65,2,1
65,3,0
65,4,0
65,5,0
66,0,0
66,1,1
66,2,1
66,3,1
66,4,0
66,5,1
66,6,0
66,7,1
66,8,1
66,9,0
66,10,0
67,0,0
67,1,1
67,2,1
67,3,1
67,4,0
67,5,1
67,6,1
67,7,0
68,0,0
68,1,0
68,2,0
68,3,1
68,4,0
68,5,1
68,6,0
68,7,0
68,8,0
69,0,0
69,1,0
69,2,1
69,3,1
69,4,0
69,5,0
70,0,1
70,1,1
70,2,0
70,3,1
70,4,1
70,5,1
71,0,1
71,1,1
71,2,0
71,3,1
71,4,1
71,5,0
72,0,0
72,1,0
72,2,0
72,3,0
72,4,1
72,5,0
72,6,1
73,0,1
73,1,0
73,2,1
73,3,1
73,4,0
73,5,1
73,6,0
73,7,0
73,8,1
73,9,0
73,10,0
74,0,1
74,1,0
74,2,0
74,3,0
74,4,1
74,5,1
75,0,1
75,1,0
75,2,1
75,3,1
75,4,1
75,5,0
76,0,1
76,1,0
76,2,1
76,3,1
76,4,0
76,5,1
76,6,1
77,0,1
77,1,0
77,2,0
77,3,0
77,4,0
77,5,0
77,6,0
77,7,1
77,8,0
77,9,0
78,0,0
78,1,1
78,2,0
78,3,0
78,4,1
78,5,0
78,6,1
78,7,0
78,8,0
78,9,0
79,0,0
79,1,1
79,2,1
79,3,1
80,0,0
80,1,0
80,2,1
80,3,1
80,4,0
80,5,1
80,6,0
80,7,1
80,8,0
80,9,0
80,10,1
81,0,1
81,1,0
81,2,1
81,3,0
81,4,0
81,5,1
82,0,0
82,1,1
82,2,1
82,3,0
82,4,1
82,5,0
82,6,0
83,0,1
83,1,0
83,2,0
83,3,0
83,4,0
83,5,1
84,0,1
84,1,1
84,2,0
84,3,1
84,4,1
84,5,0
84,6,0
85,0,0
85,1,0
85,2,1
85,3,0
85,4,1
85,5,1
85,6,1
85,7,0
86,0,0
86,1,0
86,2,0
86,3,0
86,4,0
87,0,1
87,1,1
87,2,1
87,3,1
87,4,1
87,5,1
87,6,1
87,7,0
87,8,1
87,9,0
87,10,1
87,11,1
88,0,1
88,1,0
88,2,1
88,3,1
88,4,0
88,5,1
88,6,0
89,0,0
89,1,1
89,2,1
89,3,1
89,4,0
89,5,1
89,6,1
89,7,1
90,0,0
90,1,1
90,2,0
90,3,1
90,4,1
90,5,0
91,0,0
91,1,0
91,2,1
91,3,1
91,4,0
92,0,0
92,1,1
92,2,0
92,3,0
92,4,0
92,5,1
93,0,1
93,1,0
93,2,1
93,3,1
93,4,0
94,0,0
94,1,0
94,2,1
94,3,1
94,4,1
94,5,1
94,6,1
95,0,0
95,1,1
95,2,1
95,3,1
95,4,1
95,5,0
95,6,1
95,7,0
95,8,0
95,9,1
95,10,1
95,11,1
96,0,0
96,1,1
96,2,1
96,3,1
96,4,0
97,0,0
97,1,0
97,2,0
97,3,0
97,4,0
97,5,1
97,6,0
98,0,0
98,1,0
98,2,1
98,3,1
98,4,0
98,5,1
98,6,1
99,0,1
99,1,0
99,2,1
99,3,1
99,4,1
99,5,0
100,0,0
100,1,0
100,2,1
100,3,0
101,0,1
101,1,0
101,2,1
101,3,1
101,4,1
101,5,1
102,0,1
102,1,0
102,2,0
102,3,0
103,0,1
103,1,0
103,2,0
103,3,0
103,4,0
103,5,1
103,6,0
103,7,1
104,0,0
104,1,1
104,2,0
104,4,1
104,5,0
105,0,1
105,1,1
105,2,1
105,3,0
105,4,0
105,5,0
105,6,0
105,7,1
106,0,1
106,1,0
106,2,0
106,3,1
106,4,0
106,5,1
106,6,0
106,7,0
106,8,1
107,0,1
107,1,0
107,2,1
107,3,1
108,0,0
108,1,1
108,2,0
108,3,1
108,4,0
108,5,1
108,6,1
109,0,1
109,1,1
109,2,0
109,3,0
109,4,0
110,0,1
110,1,1
110,2,1
110,3,1
111,0,0
111,1,0
111,2,1
111,3,1
111,4,0
111,5,0
111,7,0
112,0,1
112,1,1
112,2,1
112,3,1
113,0,1
113,1,1
113,2,0
113,3,0
114,0,1
114,1,1
114,2,0
114,3,0
114,4,0
114,5,0
114,6,0
115,0,1
115,1,0
115,2,0
115,3,0
115,4,0
115,5,0
115,6,1
116,0,1
116,1,1
117,0,1
117,1,0
117,2,0
117,3,1
117,4,0
117,5,0
117,6,1
117,7,1
118,0,0
118,1,1
118,2,0
118,3,1
118,4,1
118,5,1
118,6,0
119,0,1
119,1,0
119,2,1
119,3,1
119,4,0
119,5,1
119,6,1
119,7,0
119,8,0
119,9,0
119,10,0
119,11,0
119,12,1
120,0,1
120,1,1
120,2,1
120,3,0
120,4,1
120,5,0
120,6,0
121,0,1
121,1,0
121,2,1
121,3,1
121,4,0
121,5,1
121,6,1
121,7,1
121,8,0
121,9,1
122,0,0
122,1,0
122,2,0
122,3,1
122,5,1
122,6,0
122,7,1
122,8,1
123,0,1
123,1,1
123,2,0
123,3,1
123,4,0
123,5,1
124,0,0
124,1,0
124,2,0
124,3,0
125,0,1
125,1,1
125,2,0
125,3,1
125,4,0
125,5,0
126,0,1
126,1,0
126,2,1
126,3,1
126,4,1
126,5,0
126,6,0
126,7,0
127,0,0
127,1,1
127,2,0
127,3,0
127,4,1
128,0,0
128,1,0
128,2,1
128,3,0
128,4,0
128,5,0
129,0,1
129,1,1
129,2,0
129,3,0
129,4,1
129,5,1
129,6,0
129,7,0
130,0,1
130,1,1
130,2,0
130,3,0
130,4,1
130,5,0
130,6,1
130,7,1
130,8,0
131,0,1
131,1,1
131,2,0
131,3,0
131,4,0
131,5,0
131,6,1
131,7,0
132,0,1
132,1,0
132,2,0
132,3,1
132,4,1
132,5,0
132,6,0
133,0,0
133,1,1
133,2,0
133,3,0
133,4,0
134,0,1
134,1,0
134,2,1
134,3,1
134,4,0
135,0,0
135,1,1
135,2,0
135,3,0
135,4,1
135,5,1
136,0,0
136,1,0
136,2,0
136,3,1
136,4,1
136,5,0
137,0,0
137,1,0
137,2,0
137,3,1
137,4,1
138,0,1
138,1,1
138,2,0
138,3,0
138,4,1
138,5,0
138,6,0
138,7,0
138,8,0
139,0,1
139,1,1
139,2,0
139,3,1
139,4,0
139,5,0
140,0,1
140,1,0
140,2,1
140,3,0
141,0,1
141,1,0
141,2,0
141,3,1
141,4,1
141,5,1
141,6,1
141,7,0
141,8,0
141,9,1
142,0,0
142,1,1
142,2,1
143,0,1
143,1,0
143,2,1
143,3,1
143,4,0
144,0,0
144,1,1
144,2,0
144,3,1
144,4,0
144,5,0
144,6,0
144,7,0
144,8,0
145,0,1
145,1,0
145,2,0
145,3,1
145,4,0
146,0,1
146,1,0
146,2,0
146,3,0
146,4,0
146,5,1
146,6,0
147,0,0
147,1,1
147,2,1
147,3,1
147,4,0
147,5,0
147,6,0
148,0,0
148,1,1
148,2,1
148,3,1
148,4,1
148,5,0
148,6,0
149,0,1
149,1,0
149,2,0
149,3,0
149,4,1
149,5,1
149,6,0
150,0,0
150,1,1
150,2,0
150,3,0
150,4,0
150,5,0
150,6,0
150,7,1
151,0,0
151,1,1
151,2,1
151,3,1
151,4,0
151,5,1
151,6,1
152,0,0
152,1,1
152,2,1
152,3,0
152,4,1
152,5,0
153,0,0
153,1,0
153,2,1
153,3,0
153,4,0
154,0,1
154,1,0
154,2,1
154,3,0
154,4,1
154,5,1
154,6,1
155,0,0
155,1,1
155,2,1
156,0,0
156,1,1
156,2,0
156,3,1
156,4,0
157,0,0
157,1,0
157,2,1
157,3,0
157,4,0
157,5,1
157,6,0
157,7,1
157,8,0
158,0,0
158,1,1
158,2,0
158,3,1
158,4,0
158,5,1
158,6,1
159,0,0
159,1,0
159,2,1
159,3,0
159,4,0
159,5,1
160,0,0
160,1,0
160,2,1
160,3,1
160,4,0
160,5,1
161,0,1
161,1,0
161,2,0
162,0,1
162,1,0
162,2,0
162,3,1
163,0,1
163,1,1
163,2,1
163,3,0
163,4,0
163,5,1
163,6,1
164,0,1
164,1,0
164,2,1
164,3,0
164,4,1
164,5,0
164,6,0
164,7,0
164,8,0
165,0,0
165,1,0
165,2,0
166,0,1
166,1,0
166,2,0
166,3,1
166,4,1
166,5,1
166,6,1
166,7,1
166,8,1
166,9,0
167,0,1
167,1,0
167,2,1
167,3,1
167,4,1
167,5,0
168,0,0
168,1,0
168,2,0
168,3,1
168,4,0
168,5,1
168,6,0
168,7,1
169,0,0
169,1,0
169,2,1
169,3,1
169,4,1
169,5,0
169,6,0
170,0,1
170,1,1
170,2,0
170,3,0
170,4,1
170,5,0
170,6,1
170,7,0
170,8,1
170,9,1
170,10,0
171,0,0
171,1,0
171,2,0
171,3,1
171,4,1
171,5,0
171,6,0
171,7,0
171,8,1
171,9,1
172,0,1
172,1,1
172,2,1
172,3,1
172,4,1
173,0,0
173,1,1
173,2,0
173,3,1
174,0,0
174,1,1
174,2,0
174,3,0
174,4,1
174,5,0
175,0,1
175,1,1
175,2,1
175,3,0
175,4,1
175,5,0
175,6,1
175,7,0
175,8,1
176,0,1
176,1,0
176,2,1
176,3,1
176,4,0
176,5,0
176,6,1
177,0,1
177,1,1
177,2,0
177,3,0
177,4,0
178,0,1
178,1,1
178,2,1
178,3,1
178,4,1
178,5,0
178,6,0
178,7,0
178,8,0
179,0,1
179,1,1
179,2,0
179,3,1
179,4,0
179,5,0
179,6,0
180,0,1
180,1,0
181,0,1
181,1,1
181,2,0
181,3,1
181,4,1
181,5,0
181,6,1
181,7,1
182,0,0
182,1,1
182,2,0
182,3,0
182,4,0
182,5,1
182,6,1
182,7,0
183,0,1
183,1,0
183,2,0
183,3,0
183,4,0
184,0,0
184,1,1
184,2,1
184,3,0
184,4,0
184,5,0
184,6,0
185,0,0
185,1,1
185,2,1
185,3,0
185,4,1
186,0,1
186,1,1
186,2,1
186,3,1
186,4,0
186,5,0
186,6,1
186,7,1
186,8,1
186,9,0
186,10,1
187,0,0
187,1,0
187,2,0
188,0,1
188,1,0
189,0,0
189,1,0
189,2,1
189,3,0
189,4,1
189,5,0
189,6,0
190,0,0
190,1,0
190,2,0
190,3,0
190,4,1
191,0,0
191,1,0
191,2,0
192,0,1
192,1,1
192,2,1
192,3,0
192,4,1
192,5,0
192,6,0
192,7,1
192,8,1
192,9,0
192,10,0
193,0,1
193,1,1
193,2,0
193,3,0
194,0,1
194,1,1
194,2,0
194,3,1
194,4,1
194,5,1
195,0,1
195,1,1
195,2,0
195,3,1
195,4,0
195,5,1
195,6,0
195,7,1
195,8,0
195,9,0
196,0,1
196,1,0
196,2,0
196,3,1
196,4,1
196,5,0
196,6,1
197,0,1
197,1,0
198,0,1
198,1,0
198,2,0
198,3,0
198,4,0
198,5,1
198,6,0
198,7,0
198,8,1
198,9,0
198,10,0
199,0,0
199,1,1
199,2,1
199,3,0
199,4,1
199,5,1
200,0,1
200,1,0
200,2,0
200,3,1
200,4,1
200,5,0
201,0,1
201,1,0
201,2,1
201,3,1
201,4,1
201,5,0
202,0,1
202,1,1
202,2,0
202,3,0
202,4,0
202,5,1
202,6,0
202,7,0
203,0,0
203,1,1
203,2,1
203,3,0
203,4,0
203,5,0
203,6,1
204,0,1
204,1,1
204,2,0
204,3,0
204,4,0
204,5,1
204,6,0
205,0,0
205,1,0
205,2,0
205,3,0
205,4,0
205,5,1
205,6,0
206,0,1
206,1,1
206,2,0
206,3,0
206,4,1
206,5,1
207,0,0
207,1,0
207,2,0
207,3,1
207,4,1
207,5,1
208,0,0
208,1,0
208,2,0
208,3,1
208,4,0
208,5,0
208,6,1
208,7,1
209,0,1
209,1,0
209,2,1
210,0,0
210,1,0
210,2,1
210,3,0
211,0,1
211,1,0
211,2,1
211,3,1
211,4,0
211,5,0
212,0,0
212,1,1
212,2,0
212,3,0
213,1,0
213,2,1
213,3,1
213,4,1
214,0,0
214,1,1
214,2,1
215,0,0
215,1,1
215,3,0
215,4,1
215,5,0
216,0,1
216,1,1
216,2,0
216,4,1
216,5,1
217,0,0
217,1,0
217,2,1
217,3,0
217,4,0
217,5,1
217,6,1
217,7,0
218,0,1
218,1,1
218,2,1
218,3,0
218,4,0
219,0,1
219,1,0
219,2,0
219,3,0
219,4,0
219,5,1
219,6,0
220,0,1
220,1,0
220,2,1
220,3,0
220,4,0
220,5,1
220,6,0
220,7,0
221,0,1
221,1,0
221,2,1
221,3,0
221,4,0
222,0,0
222,1,1
222,2,0
222,3,0
222,4,1
222,5,1
223,0,0
223,1,0
223,2,1
223,3,0
223,4,1
223,5,0
224,0,0
224,1,1
224,2,1
224,3,1
224,4,1
224,5,0
224,6,1
224,7,1
224,8,1
225,0,0
225,1,1
225,2,0
225,3,1
225,4,0
225,5,1
226,0,0
226,1,1
226,2,0
226,3,0
226,4,1
226,5,0
227,0,0
227,1,0
227,2,1
227,3,0
227,4,1
228,0,0
228,1,0
228,2,0
228,3,0
228,4,0
228,5,0
228,6,1
228,7,0
228,8,0
229,0,1
229,1,0
229,2,0
229,3,0
230,0,0
230,1,1
230,2,1
230,3,1
230,4,1
230,5,0
231,0,1
231,1,1
231,2,1
231,3,0
231,4,0
231,5,1
232,0,0
232,1,0
232,2,0
232,3,1
233,0,1
233,1,1
233,2,0
233,3,1
233,4,0
234,0,1
234,1,1
234,2,1
234,3,0
234,4,1
235,0,0
235,1,0
235,2,1
235,3,0
235,4,1
235,5,0
235,6,1
235,7,0
236,0,1
236,1,0
236,2,1
236,3,1
236,4,0
236,5,0
236,6,0
236,7,0
236,8,0
237,0,1
237,1,0
237,2,0
237,3,0
237,4,1
237,5,0
237,6,0
238,0,1
238,1,1
238,2,1
238,3,1
238,4,0
238,5,1
238,6,1
238,7,1
238,8,0
238,9,1
239,0,1
239,1,1
239,2,1
239,3,0
239,4,0
239,5,1
239,6,1
239,7,1
240,0,0
240,2,1
240,3,0
241,0,0
241,1,1
241,2,0
241,3,1
241,4,0
242,0,0
242,1,1
242,2,0
242,3,0
242,4,0
242,5,0
242,6,0
243,0,0
243,1,1
243,2,1
243,3,0
243,4,0
244,0,1
244,1,0
244,2,1
244,3,1
245,0,1
245,1,0
245,2,1
245,3,1
245,4,0
245,5,0
245,6,0
245,7,1
245,8,0
245,9,1
245,10,0
245,11,0
246,0,1
246,1,0
246,2,0
246,3,1
246,4,0
247,0,0
247,1,0
247,2,1
248,0,0
248,1,0
248,2,1
249,0,1
249,1,1
249,2,0
249,3,0
250,0,0
250,1,0
250,2,0
250,3,0
250,4,1
250,5,0
250,6,0
250,7,1
250,8,0
250,9,0
251,0,0
251,1,1
251,2,1
251,3,0
251,4,0
251,5,0
251,6,1
251,7,0
251,8,1
252,0,1
252,1,1
252,2,1
252,3,1
252,4,1
252,5,0
252,6,1
252,7,0
252,9,1
252,10,0
252,11,0
253,0,1
253,1,1
253,2,1
253,3,1
253,4,1
253,5,1
253,6,0
253,7,0
253,8,1
253,9,0
253,10,1
254,0,0
254,1,1
254,2,1
254,3,0
254,4,1
254,5,0
254,6,1
255,0,1
255,1,1
255,2,1
255,3,0
255,4,0
255,5,1
255,6,1
256,0,0
256,1,0
256,2,1
256,3,0
256,4,0
256,5,0
256,6,0
256,7,1
256,8,1
256,9,1
256,10,1
257,0,0
257,1,0
258,0,0
258,1,0
258,2,1
258,3,1
258,4,1
258,5,0
259,0,0
259,1,0
259,2,1
259,3,1
259,4,1
260,0,0
260,1,0
260,2,1
261,0,0
261,1,1
261,2,1
261,3,0
261,4,1
261,5,1
261,6,1
262,0,0
262,1,1
262,2,1
262,3,0
262,4,1
262,5,0
262,6,1
262,7,1
263,0,0
263,1,0
263,2,1
263,3,1
263,4,1
264,0,0
264,1,1
264,2,0
264,3,1
264,4,1
264,5,0
264,6,0
264,7,0
264,8,1
264,9,0
265,0,1
265,1,1
265,2,1
265,3,1
265,4,1
265,5,0
265,6,1
265,7,0
266,0,1
266,1,1
266,2,1
266,4,0
266,5,0
266,6,0
266,7,1
267,0,1
267,1,0
267,2,0
267,3,0
268,0,1
268,1,1
268,2,0
268,3,1
268,4,1
268,5,0
268,6,1
268,7,1
268,8,1
269,0,1
269,1,1
269,2,1
269,3,1
269,4,1
270,0,1
270,1,0
270,2,1
270,3,0
270,4,1
271,0,0
271,1,0
271,2,0
271,3,1
271,4,1
271,5,1
271,6,0
271,7,1
271,8,1
272,0,0
272,1,1
272,2,1
273,0,1
273,1,0
273,2,1
273,3,0
273,4,1
273,5,1
273,6,1
274,0,0
274,1,0
274,2,1
274,3,0
274,4,1
274,5,1
274,6,0
274,7,0
275,0,1
275,1,1
275,2,0
275,3,0
275,4,1
275,5,0
275,6,0
275,7,1
276,0,0
276,1,1
276,2,0
276,3,0
276,4,0
276,5,1
276,6,1
276,7,1
276,8,0
276,9,1
276,11,0
276,12,1
277,0,1
277,1,1
277,2,1
277,3,1
277,4,0
277,5,0
278,0,1
278,1,0
279,0,1
279,1,1
279,2,0
279,3,1
279,4,0
280,0,1
280,1,1
280,2,1
280,3,0
280,4,0
280,5,1
280,6,0
281,0,1
281,1,1
281,2,1
281,3,0
281,4,0
281,5,0
282,0,0
282,1,1
282,2,1
282,3,0
282,4,1
282,5,0
282,6,0
282,7,1
282,8,0
282,9,1
283,0,1
283,1,0
283,2,0
283,3,1
283,4,0
283,5,1
283,6,1
283,7,0
283,8,0
284,0,0
284,1,1
284,2,1
284,3,1
284,4,0
284,5,1
284,6,0
284,7,1
284,8,1
285,0,0
285,1,1
285,2,1
285,3,0
285,4,0
285,5,0
285,6,0
286,0,0
286,1,1
286,2,1
286,3,1
286,4,0
286,5,1
287,0,0
287,1,1
287,2,0
287,3,1
287,4,1
287,5,1
287,6,0
287,7,0
287,8,0
287,9,0
287,10,1
287,11,0
288,0,1
288,1,1
288,2,0
288,3,1
288,4,1
288,5,0
288,6,0
289,0,0
289,1,0
289,2,1
289,3,0
289,4,0
289,5,1
290,0,0
290,1,1
290,2,1
290,3,0
290,4,0
290,5,0
290,6,1
290,7,1
290,8,0
291,0,1
291,1,1
291,2,0
291,3,0
291,4,1
291,5,1
291,6,1
291,7,1
291,8,0
291,9,1
292,0,1
292,1,1
292,2,0
292,3,1
292,4,0
292,5,1
292,6,1
292,7,1
292,8,1
293,0,1
293,1,0
293,2,1
293,3,0
293,4,0
293,5,0
293,6,1
293,7,0
293,8,0
293,9,1
293,10,0
294,0,1
294,1,0
294,2,0
294,3,0
294,4,1
294,5,1
294,6,1
294,7,0
295,0,1
295,1,1
295,2,1
295,3,1
295,4,1
295,5,0
295,6,0
296,0,0
296,1,0
296,2,1
296,3,1
296,4,1
296,5,1
296,6,0
296,7,0
297,0,1
297,1,1
297,2,1
297,4,0
297,5,1
297,6,1
297,7,0
297,8,0
298,0,1
298,1,0
298,2,1
298,3,0
298,4,1
298,5,1
298,6,1
298,7,0
299,0,0
299,1,1
299,2,1
299,3,0
299,4,0
299,5,0
299,6,0
300,0,0
300,1,1
300,2,1
300,3,1
300,4,1
300,5,0
300,6,0
300,7,1
301,0,1
301,1,1
301,2,1
301,3,0
301,4,1
302,0,1
302,1,0
302,2,0
302,3,0
302,4,1
303,0,1
303,1,0
303,2,0
303,3,0
303,4,0
304,0,1
304,1,1
304,2,1
304,3,1
304,4,0
305,0,1
305,1,1
305,2,0
305,3,0
305,4,0
305,5,0
305,6,0
305,7,1
305,8,1
306,0,0
306,1,0
306,2,0
306,3,0
306,4,1
306,5,1
306,6,1
306,7,1
306,8,1
307,0,0
307,1,1
307,3,1
308,0,1
308,1,0
308,2,0
308,3,0
308,4,1
308,5,1
309,0,0
309,1,0
309,2,0
309,3,1
310,0,0
310,1,1
310,2,1
310,3,0
310,4,0
310,5,1
310,6,1
310,7,1
310,8,0
310,9,0
310,10,0
311,0,1
311,1,0
311,2,0
311,3,0
311,4,0
311,5,1
311,6,0
311,7,0
312,0,1
312,1,1
312,2,1
312,3,1
312,4,1
312,5,0
312,6,1
313,0,0
313,1,1
313,2,0
313,3,1
313,4,1
313,5,1
313,6,0
314,0,0
314,1,1
314,2,1
314,3,0
314,4,0
314,5,0
314,6,1
314,7,0
314,8,1
315,0,0
315,1,1
315,2,1
315,3,0
315,4,0
315,5,1
315,6,0
315,7,0
315,8,1
315,9,1
316,0,1
316,1,0
316,2,0
316,3,1
316,4,1
317,0,1
317,1,0
317,2,0
318,0,1
318,1,0
318,2,1
318,3,1
318,4,0
318,5,0
319,0,0
319,1,1
319,2,0
319,3,0
319,4,0
320,0,1
320,1,1
320,2,1
320,3,1
320,4,1
320,5,0
321,0,0
321,1,1
321,2,0
321,3,0
321,4,0
321,5,1
321,6,0
322,0,1
322,1,0
322,2,1
322,3,0
323,0,1
323,1,0
323,2,1
323,3,0
323,4,1
323,5,1
323,6,0
324,0,0
324,1,0
324,2,1
324,4,0
324,5,0
324,6,0
324,7,1
324,8,0
324,9,0
324,10,1
325,0,1
325,1,0
325,2,0
325,3,0
325,4,0
325,5,1
326,0,0
326,1,0
327,0,0
327,1,0
327,2,0
327,3,0
327,4,1
327,5,1
327,6,1
327,7,1
328,0,1
328,1,1
328,2,0
328,3,1
328,4,1
328,5,0
328,6,1
329,0,1
329,1,1
329,2,1
329,3,0
329,4,0
329,5,1
329,6,1
329,7,1
330,0,0
330,1,0
330,2,0
330,3,1
330,4,0
330,5,1
330,6,0
330,7,1
331,0,0
331,1,1
331,2,1
331,3,1
331,4,1
332,0,0
332,1,0
332,2,1
332,3,0
332,4,0
332,5,0
333,0,0
333,1,1
333,2,0
333,3,0
333,4,0
333,5,1
333,6,1
333,7,0
333,8,0
333,9,1
333,10,1
333,11,0
334,0,0
334,1,0
334,2,1
334,3,0
334,4,0
334,5,0
334,6,1
334,7,1
334,8,0
334,9,0
334,10,0
335,0,1
335,1,1
335,2,1
335,3,1
335,4,1
335,5,1
335,6,1
335,7,1
335,8,0
335,9,0
335,10,0
336,0,1
336,1,1
336,2,1
336,3,0
336,4,0
337,0,0
337,1,1
337,2,0
337,3,1
337,4,1
337,5,0
337,6,1
338,0,1
338,1,1
338,2,0
338,3,0
338,4,0
339,0,1
339,1,0
339,2,0
339,3,0
339,4,0
340,0,0
340,1,0
340,2,0
340,3,1
340,4,1
340,5,1
340,6,1
340,7,0
341,0,0
341,1,1
341,2,1
341,3,1
342,0,0
342,1,0
342,2,0
342,3,1
342,4,1
342,5,1
343,0,0
343,1,0
344,0,0
344,1,1
344,2,1
344,3,1
344,4,0
344,5,1
344,6,1
344,7,0
345,0,0
345,1,0
345,2,1
345,3,1
345,4,0
345,5,1
345,6,0
345,7,1
345,8,0
346,0,0
346,1,1
346,2,1
346,3,0
347,0,0
347,1,0
347,2,0
347,3,0
347,4,1
348,0,1
348,1,0
349,0,1
349,1,0
349,2,1
349,3,1
350,0,0
350,1,0
350,2,1
350,3,0
351,0,1
351,1,0
351,2,0
351,3,0
351,4,0
351,5,1
351,6,0
351,7,1
351,8,1
352,0,0
352,1,0
352,2,1
352,3,1
352,4,1
352,5,0
352,6,1
353,0,0
353,2,1
353,3,1
353,4,0
353,5,1
353,6,1
353,7,1
353,8,0
354,0,1
354,1,0
354,2,1
354,3,1
354,4,0
354,5,1
354,6,1
354,7,1
354,8,0
355,0,0
355,1,0
355,2,1
355,3,0
355,4,0
356,0,1
356,1,1
